Year,Educational Level,Academic Level,Type of Educational Institution,Region,State,Type of University,University Name,General Field,Field,Specialization,Education type,Gender,Nationality,Number of Students
1/1/2017,دبلوم متوسط,دبلوم متوسط,مؤسسات التعليم العالي الأخرى,الرياض,الرياض,كلية,المؤسسة العامة للتدريب التقني والمهني,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الميكانيك والحرف المعدنية,منتظم,ذكر,سعودي,9
1/1/2014,بكالوريوس,بكالوريوس,جامعات حكومية,مكة المكرمة,مكة المكرمة,جامعة,جامعة أم القرى,الصحة والرفاة,الصحة,التشخيص الطبي وتكنولوجيا العلاج,منتظم,أنثى,غير سعودي,2
1/1/2013,بكالوريوس,بكالوريوس,جامعات حكومية,حائل,حائل,جامعة,جامعة حائل,التعليم,التعليم,تدريب المعلمين مع موضوع تخصصي,منتظم,ذكر,غير سعودي,1
1/1/2017,دراسات عليا,ماجستير,جامعات حكومية,الحدود الشمالية,عرعر,جامعة,جامعة الحدود الشمالية,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,منتظم,ذكر,سعودي,9
1/1/2013,دراسات عليا,ماجستير,جامعات حكومية,الشرقية,الظهران,جامعة,جامعة الملك فهد للبترول والمعادن,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الهندسة والمعالجات الكيميائية,منتظم,ذكر,غير سعودي,40
1/1/2017,بكالوريوس,بكالوريوس,جامعات حكومية,الرياض,حريملاء,جامعة,جامعة شقراء,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,منتظم,ذكر,سعودي,2
1/1/2014,بكالوريوس,بكالوريوس,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الملك سعود,الصحة والرفاة,الصحة,برامج غير محددة في الصحة,منتظم,ذكر,غير سعودي,42
1/1/2017,دبلوم متوسط,دبلوم متوسط,مؤسسات التعليم العالي الأخرى,الرياض,الخرج,كلية,المؤسسة العامة للتدريب التقني والمهني,تكنولوجيا الاتصالات والمعلومات,تكنولوجيا الاتصالات والمعلومات,تصميم وإدارة قواعد وشبكات البيانات,منتظم,ذكر,غير سعودي,7
1/1/2015,بكالوريوس,بكالوريوس,جامعات حكومية,تبوك,تبوك,جامعة,جامعة تبوك,تكنولوجيا الاتصالات والمعلومات,تكنولوجيا الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,منتظم,ذكر,سعودي,314
1/1/2014,بكالوريوس,بكالوريوس,جامعات حكومية,المدينة المنورة,المدينة المنورة,جامعة,الجامعة الإسلامية,الفنون والعلوم الإنسانية,الدراسات الإنسانية,الدين وعلوم الأديان,منتظم,ذكر,سعودي,56
1/1/2016,دراسات عليا,ماجستير,جامعات حكومية,الباحة,الباحة,جامعة,جامعة الباحة,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,منتظم,أنثى,سعودي,88
1/1/2016,دراسات عليا,ماجستير,جامعات حكومية,مكة المكرمة,الطائف,جامعة,جامعة الطائف,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,منتظم,ذكر,سعودي,11
1/1/2013,دبلوم متوسط,دبلوم متوسط,مؤسسات التعليم العالي الأخرى,مكة المكرمة,جدة,كلية,المؤسسة العامة للتدريب التقني والمهني,الأعمال والإدارة والقانون,الأعمال والإدارة,التسويق والإعلان,منتظم,ذكر,سعودي,322
1/1/2015,بكالوريوس,بكالوريوس,جامعات حكومية,حائل,حائل,جامعة,جامعة حائل,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,منتظم,أنثى,سعودي,535
1/1/2017,بكالوريوس,بكالوريوس,جامعات حكومية,الشرقية,الجبيل,جامعة,جامعة الإمام عبدالرحمن بن فيصل,التعليم,التعليم,تدريب المعلمين مع موضوع تخصصي,منتظم,أنثى,غير سعودي,1
1/1/2016,بكالوريوس,بكالوريوس,جامعات حكومية,مكة المكرمة,جدة,جامعة,جامعة الملك عبدالعزيز,الصحة والرفاة,الصحة,الطب,منتظم,ذكر,غير سعودي,55
1/1/2013,بكالوريوس,بكالوريوس,جامعات حكومية,الجوف,الجوف,جامعة,جامعة الجوف,الصحة والرفاة,الصحة,الصيدلة,موازي,ذكر,سعودي,51
1/1/2015,بكالوريوس,بكالوريوس,جامعات حكومية,القصيم,الرس,جامعة,جامعة القصيم,الفنون والعلوم الإنسانية,الدراسات الإنسانية,الدين وعلوم الأديان,منتسب,أنثى,سعودي,255
1/1/2016,بكالوريوس,بكالوريوس,جامعات حكومية,مكة المكرمة,مكة المكرمة,جامعة,جامعة أم القرى,التعليم,التعليم,برامج غير محددة في التعليم,منتظم,ذكر,سعودي,51
1/1/2013,بكالوريوس,بكالوريوس,جامعات حكومية,الرياض,عفيف,جامعة,جامعة شقراء,التعليم,التعليم,تدريب المعلمين مع موضوع تخصصي,منتظم,أنثى,غير سعودي,1
1/1/2017,بكالوريوس,بكالوريوس,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الملك سعود,الهندسة والتصنيع والبناء,برامج غير محددة في الهندسة والتصنيع والبناء,برامج غير محددة في الهندسة والتصنيع والبناء,منتظم,ذكر,غير سعودي,64
1/1/2013,دراسات عليا,ماجستير,جامعات حكومية,المدينة المنورة,المدينة المنورة,جامعة,جامعة طيبة,الأعمال والإدارة والقانون,القانون,القانون,موازي,ذكر,سعودي,25
1/1/2017,دراسات عليا,زمالة,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الملك سعود بن عبدالعزيز للعلوم الصحية,الصحة والرفاة,الصحة,الطب,منتظم,أنثى,غير سعودي,1
1/1/2014,دراسات عليا,ماجستير,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الملك سعود بن عبدالعزيز للعلوم الصحية,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,منتظم,أنثى,سعودي,17
1/1/2017,بكالوريوس,بكالوريوس,جامعات حكومية,الحدود الشمالية,عرعر,جامعة,جامعة الحدود الشمالية,الخدمات,الخدمات الشخصية,الخدمات المنزلية,منتظم,أنثى,غير سعودي,3
1/1/2016,بكالوريوس,بكالوريوس,جامعات حكومية,الشرقية,الدمام,جامعة,الجامعة السعودية الإلكترونية,تكنولوجيا الاتصالات والمعلومات,تكنولوجيا الاتصالات والمعلومات,برامج ومؤهلات متعددة التخصصات في تكنولوجيا الاتصالات والمعلومات,منتظم,أنثى,سعودي,305
1/1/2017,بكالوريوس,بكالوريوس,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الإمام محمد بن سعود الإسلامية,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الرياضيات,منتظم,أنثى,سعودي,320
1/1/2013,دراسات عليا,دبلوم عالي,جامعات حكومية,القصيم,بريدة,جامعة,جامعة القصيم,التعليم,التعليم,تدريب المعلمين دون موضوع تخصصي,منتظم,أنثى,سعودي,425
1/1/2015,دبلوم متوسط,دبلوم متوسط,جامعات حكومية,مكة المكرمة,مكة المكرمة,جامعة,جامعة أم القرى,الفنون والعلوم الإنسانية,اللغات,إكتساب اللغات,منتظم,ذكر,سعودي,1
1/1/2017,بكالوريوس,بكالوريوس,مؤسسات التعليم العالي الأخرى,الشرقية,الجبيل,كلية,كلية الجبيل الصناعية,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الإلكترونيات والأتمتة,موازي,ذكر,سعودي,4
1/1/2016,دبلوم متوسط,دبلوم متوسط,مؤسسات التعليم العالي الأخرى,عسير,خميس مشيط,كلية,المؤسسة العامة للتدريب التقني والمهني,تكنولوجيا الاتصالات والمعلومات,تكنولوجيا الاتصالات والمعلومات,تصميم وإدارة قواعد وشبكات البيانات,منتظم,ذكر,سعودي,462
1/1/2016,دراسات عليا,ماجستير,جامعات حكومية,الرياض,الرياض,جامعة,جامعة الملك سعود,الأعمال والإدارة والقانون,الأعمال والإدارة,التسويق والإعلان,منتظم,ذكر,سعودي,7
